HGNC ID	Approved symbol	Gene group name	Mouse genome database ID
HGNC:245	ADD3		MGI:1351615
HGNC:48682	ADD3-AS1	Antisense RNAs	
HGNC:21212	ADGB	Calpains	MGI:3605549
HGNC:13838	ADGRA1	Adhesion G protein-coupled receptors, subfamily A	MGI:1277167
HGNC:49543	ADGRA1-AS1	Antisense RNAs	
HGNC:17849	ADGRA2	Adhesion G protein-coupled receptors, subfamily A|Immunoglobulin like domain containing	MGI:1925810
HGNC:13839	ADGRA3	Adhesion G protein-coupled receptors, subfamily A|I-set domain containing	MGI:1917943
HGNC:943	ADGRB1	Adhesion G protein-coupled receptors, subfamily B	MGI:1933736
HGNC:944	ADGRB2	Adhesion G protein-coupled receptors, subfamily B|MicroRNA protein coding host genes	MGI:2451244
HGNC:945	ADGRB3	Adhesion G protein-coupled receptors, subfamily B	MGI:2441837
HGNC:19893	ADGRD1	Adhesion G protein-coupled receptors, subfamily D	MGI:3041203
HGNC:53314	ADGRD1-AS1	Antisense RNAs	
HGNC:18651	ADGRD2	Adhesion G protein-coupled receptors, subfamily D	
HGNC:3336	ADGRE1	Adhesion G protein-coupled receptors, subfamily E	MGI:106912
HGNC:3337	ADGRE2	Adhesion G protein-coupled receptors, subfamily E|CD molecules	
HGNC:23647	ADGRE3	Adhesion G protein-coupled receptors, subfamily E	
HGNC:19240	ADGRE4P	Adhesion G protein-coupled receptors, subfamily E	MGI:1196464
HGNC:1711	ADGRE5	CD molecules|Adhesion G protein-coupled receptors, subfamily E	MGI:1347095
HGNC:18990	ADGRF1	Adhesion G protein-coupled receptors, subfamily F	MGI:1924846
HGNC:18991	ADGRF2	Adhesion G protein-coupled receptors, subfamily F	MGI:2182728
HGNC:18989	ADGRF3	Adhesion G protein-coupled receptors, subfamily F	MGI:2685887
HGNC:19011	ADGRF4	Adhesion G protein-coupled receptors, subfamily F	MGI:1925499
HGNC:19030	ADGRF5	Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily F|I-set domain containing	MGI:2182928
HGNC:40864	ADGRF5-AS1	Antisense RNAs	
HGNC:32922	ADGRF5P1		
HGNC:32921	ADGRF5P2		
HGNC:4512	ADGRG1	Adhesion G protein-coupled receptors, subfamily G	MGI:1340051
HGNC:4516	ADGRG2	Adhesion G protein-coupled receptors, subfamily G	MGI:2446854
HGNC:13728	ADGRG3	Adhesion G protein-coupled receptors, subfamily G	MGI:1859670
HGNC:18992	ADGRG4	Adhesion G protein-coupled receptors, subfamily G	MGI:2685213
HGNC:19010	ADGRG5	Adhesion G protein-coupled receptors, subfamily G	MGI:2685955
HGNC:13841	ADGRG6	Adhesion G protein-coupled receptors, subfamily G	MGI:1916151
HGNC:19241	ADGRG7	Adhesion G protein-coupled receptors, subfamily G	MGI:2441732
HGNC:20973	ADGRL1	Adhesion G protein-coupled receptors, subfamily L	MGI:1929461
HGNC:18582	ADGRL2	Adhesion G protein-coupled receptors, subfamily L	MGI:2139714
HGNC:20974	ADGRL3	Adhesion G protein-coupled receptors, subfamily L	MGI:2441950
HGNC:50604	ADGRL3-AS1	Antisense RNAs	
HGNC:20822	ADGRL4	Adhesion G protein-coupled receptors, subfamily L	MGI:2655562
HGNC:17416	ADGRV1	Adhesion G protein-coupled receptors, subfamily V|USH2 complex 	MGI:1274784
HGNC:249	ADH1A	Alcohol dehydrogenases	MGI:87921
HGNC:250	ADH1B	Alcohol dehydrogenases	MGI:87921
HGNC:251	ADH1C	Alcohol dehydrogenases	MGI:87921
HGNC:252	ADH4	Alcohol dehydrogenases	MGI:1349472
HGNC:253	ADH5	Alcohol dehydrogenases	MGI:87929
HGNC:22976	ADH5P2		
HGNC:22991	ADH5P3		
HGNC:21377	ADH5P4		
HGNC:54523	ADH5P5		
HGNC:255	ADH6	Alcohol dehydrogenases	
HGNC:256	ADH7	Alcohol dehydrogenases	MGI:87926
HGNC:16354	ADHFE1	Alcohol dehydrogenases	MGI:1923437
HGNC:30576	ADI1		MGI:2144929
HGNC:52339	ADI1P1		
HGNC:52340	ADI1P2		
HGNC:52341	ADI1P3		
HGNC:28606	ADIG		MGI:2675492
HGNC:13633	ADIPOQ	C1q and TNF related 	MGI:106675
HGNC:40648	ADIPOQ-AS1	Antisense RNAs	
HGNC:24040	ADIPOR1	Progestin and adipoQ receptor family|Adiponectin receptors	MGI:1919924
HGNC:44910	ADIPOR1P1		
HGNC:44911	ADIPOR1P2		
HGNC:24041	ADIPOR2	Adiponectin receptors|Progestin and adipoQ receptor family	MGI:93830
HGNC:24043	ADIRF		
HGNC:45127	ADIRF-AS1	Antisense RNAs	
HGNC:257	ADK		MGI:87930
HGNC:259	ADM	Neuropeptides	MGI:108058
HGNC:28898	ADM2	Neuropeptides	MGI:2675256
HGNC:27293	ADM5		
HGNC:15766	ADNP	ZF class homeoboxes and pseudogenes	MGI:1338758
HGNC:51227	ADNP-AS1	Antisense RNAs	
HGNC:23803	ADNP2	Zinc fingers C2H2-type|ZF class homeoboxes and pseudogenes	MGI:2448562
HGNC:23506	ADO		MGI:2685083
HGNC:262	ADORA1	Adenosine receptors	MGI:99401
HGNC:263	ADORA2A	Adenosine receptors	MGI:99402
HGNC:37122	ADORA2A-AS1	Antisense RNAs	
HGNC:264	ADORA2B	Adenosine receptors	MGI:99403
HGNC:265	ADORA2BP1		
HGNC:268	ADORA3	Adenosine receptors|V-set domain containing	MGI:104847
HGNC:25250	ADPGK		MGI:1919391
HGNC:44144	ADPGK-AS1	Antisense RNAs	
HGNC:269	ADPRH		MGI:1098234
HGNC:21303	ADPRHL1		MGI:2442168
HGNC:30925	ADPRM	Sugar phosphatases	MGI:1913608
HGNC:21304	ADPRS		MGI:2140364
HGNC:277	ADRA1A	Adrenoceptors	MGI:104773
HGNC:278	ADRA1B	Adrenoceptors	MGI:104774
HGNC:280	ADRA1D	Adrenoceptors	MGI:106673
HGNC:281	ADRA2A	Adrenoceptors	MGI:87934
HGNC:282	ADRA2B	Adrenoceptors	MGI:87935
HGNC:283	ADRA2C	Adrenoceptors	MGI:87936
HGNC:285	ADRB1	Adrenoceptors	MGI:87937
HGNC:286	ADRB2	Adrenoceptors	MGI:87938
HGNC:288	ADRB3	Adrenoceptors	MGI:87939
HGNC:15759	ADRM1		MGI:1929289
HGNC:291	ADSL	Purinosome	MGI:103202
HGNC:20093	ADSS1		MGI:87947
HGNC:292	ADSS2		MGI:87948
HGNC:21214	ADTRP		MGI:1924596
HGNC:303	AEBP1	MicroRNA protein coding host genes|M14 carboxypeptidases	MGI:1197012
HGNC:24051	AEBP2		MGI:1338038
HGNC:25722	AEN	MicroRNA protein coding host genes|Exonucleases	MGI:1915298
HGNC:24017	AFAP1	Pleckstrin homology domain containing	MGI:1917542
HGNC:28141	AFAP1-AS1	Antisense RNAs	
HGNC:26714	AFAP1L1	Pleckstrin homology domain containing	MGI:2147199
HGNC:25901	AFAP1L2	Pleckstrin homology domain containing	MGI:2147658
HGNC:7137	AFDN	PDZ domain containing	MGI:1314653
HGNC:21236	AFDN-DT	Divergent transcripts	
HGNC:7135	AFF1	AF4/FMR2 family|Super elongation complex	MGI:1100819
HGNC:53447	AFF1-AS1	Antisense RNAs	
HGNC:3776	AFF2	AF4/FMR2 family|Super elongation complex	MGI:1202294
HGNC:41334	AFF2-IT1	Intronic transcripts	
HGNC:6473	AFF3	Super elongation complex|AF4/FMR2 family	MGI:106927
HGNC:17869	AFF4	Super elongation complex|AF4/FMR2 family	MGI:2136171
HGNC:16411	AFG1L		MGI:2148801
HGNC:314	AFG3L1P	AAA ATPases	MGI:1928277
HGNC:315	AFG3L2	AAA ATPases	MGI:1916847
HGNC:24169	AFG3L2P1		
HGNC:316	AFM		MGI:2429409
HGNC:20910	AFMID		MGI:2448704
HGNC:317	AFP		MGI:87951
HGNC:25951	AFTPH	MicroRNA protein coding host genes	MGI:1923012
HGNC:318	AGA		MGI:104873
HGNC:16922	AGAP1	BAR-PH domain containing|ArfGAPs|Ankyrin repeat domain containing	MGI:2653690
HGNC:41427	AGAP1-IT1	Intronic transcripts	
HGNC:16921	AGAP2	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	MGI:3580016
HGNC:48633	AGAP2-AS1	Antisense RNAs	
HGNC:16923	AGAP3	Ankyrin repeat domain containing|BAR-PH domain containing|ArfGAPs	MGI:2183446
HGNC:23459	AGAP4	Ankyrin repeat domain containing|BAR-PH domain containing|ArfGAPs	
HGNC:23467	AGAP5	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	
HGNC:23466	AGAP6	Ankyrin repeat domain containing|BAR-PH domain containing|ArfGAPs	
HGNC:23465	AGAP7P	ArfGAPs|Ankyrin repeat domain containing	
HGNC:23463	AGAP9	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	
HGNC:23659	AGAP10P	ArfGAPs	
HGNC:29421	AGAP11	Ankyrin repeat domain containing|ArfGAPs|BAR-PH domain containing	
HGNC:23661	AGAP12P	ArfGAPs	
HGNC:23499	AGAP13P	ArfGAPs	
HGNC:23660	AGAP14P	ArfGAPs	
HGNC:26504	AGBL1	Armadillo like helical domain containing|M14 carboxypeptidases	MGI:3646469
HGNC:48617	AGBL1-AS1	Antisense RNAs	
HGNC:26296	AGBL2	M14 carboxypeptidases	MGI:2443254
HGNC:27981	AGBL3	M14 carboxypeptidases	MGI:1923473
HGNC:25892	AGBL4	M14 carboxypeptidases	MGI:1918244
HGNC:41123	AGBL4-AS1	Antisense RNAs	
HGNC:41482	AGBL4-IT1	Intronic transcripts	
HGNC:26147	AGBL5	M14 carboxypeptidases	MGI:2441745
HGNC:41133	AGBL5-AS1	Antisense RNAs	
HGNC:41484	AGBL5-IT1	Intronic transcripts	
HGNC:320	AGER	C2-set domain containing|Scavenger receptors	MGI:893592
HGNC:5175	AGFG1	MicroRNA protein coding host genes|ArfGAPs	MGI:1333754
HGNC:5177	AGFG2	ArfGAPs	MGI:2443267
HGNC:24684	AGGF1	G-patch domain containing	MGI:1913799
HGNC:38051	AGGF1P1		
HGNC:38052	AGGF1P2		
HGNC:38053	AGGF1P3		
HGNC:38054	AGGF1P4		
HGNC:51741	AGGF1P5		
HGNC:51744	AGGF1P6		
HGNC:51740	AGGF1P7		
HGNC:51745	AGGF1P8		
HGNC:51746	AGGF1P9		
HGNC:51747	AGGF1P10		
HGNC:21869	AGK		MGI:1917173
HGNC:37661	AGKP1		
HGNC:321	AGL	Amylases alpha	MGI:1924809
HGNC:18407	AGMAT		MGI:1923236
HGNC:33784	AGMO	Fatty acid hydroxylase domain containing	MGI:2442495
HGNC:3262	AGO1	Argonaute/PIWI family	MGI:2446630
HGNC:3263	AGO2	Argonaute/PIWI family|Endoribonucleases|RISC loading complex	MGI:2446632
HGNC:18421	AGO3	Argonaute/PIWI family	MGI:2446634
HGNC:18424	AGO4	Argonaute/PIWI family	MGI:1924100
HGNC:324	AGPAT1	MicroRNA protein coding host genes|1-acylglycerol-3-phosphate O-acyltransferases	MGI:1932075
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferases	MGI:1914762
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferases	MGI:1336186
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferases	MGI:1915512
HGNC:20988	AGPAT4-IT1	Intronic transcripts	
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferases|MicroRNA protein coding host genes	MGI:1196345
HGNC:37709	AGPAT5P1		
HGNC:327	AGPS		MGI:2443065
HGNC:328	AGR2	Protein disulfide isomerases	MGI:1344405
HGNC:24167	AGR3	Protein disulfide isomerases	MGI:2685734
HGNC:329	AGRN	Proteoglycans	MGI:87961
HGNC:330	AGRP	Neuropeptides	MGI:892013
HGNC:333	AGT	Neuropeptides|Serpin peptidase inhibitors	MGI:87963
HGNC:17258	AGTPBP1	M14 carboxypeptidases|Armadillo like helical domain containing	MGI:2159437
HGNC:336	AGTR1	Angiotensin receptors	MGI:87965
HGNC:338	AGTR2	Angiotensin receptors	MGI:87966
HGNC:13539	AGTRAP		MGI:1339977
HGNC:341	AGXT		MGI:1329033
HGNC:14412	AGXT2		MGI:2146052
HGNC:24618	AHCTF1	Nucleoporins	MGI:1915033
HGNC:24620	AHCTF1P1		
HGNC:343	AHCY		MGI:87968
HGNC:344	AHCYL1	Protein phosphatase 1 regulatory subunits	MGI:2385184
HGNC:22204	AHCYL2		MGI:1921590
HGNC:44993	AHCYP1		
HGNC:44994	AHCYP2		
HGNC:44995	AHCYP3		
HGNC:44996	AHCYP4		
HGNC:44997	AHCYP5		
HGNC:44998	AHCYP6		
HGNC:44999	AHCYP7		
HGNC:45000	AHCYP8		
HGNC:25230	AHDC1		MGI:2444218
HGNC:21575	AHI1	WD repeat domain containing	MGI:87971
HGNC:347	AHNAK	PDZ domain containing	MGI:1316648
HGNC:20125	AHNAK2	PDZ domain containing	MGI:2144831
HGNC:348	AHR	Basic helix-loop-helix proteins	MGI:105043
HGNC:346	AHRR	Basic helix-loop-helix proteins	MGI:1333776
HGNC:1189	AHSA1		MGI:2387603
HGNC:20437	AHSA2P		MGI:1916133
HGNC:349	AHSG	Cystatins, type 4	MGI:107189
HGNC:18075	AHSP		MGI:2158492
HGNC:13203	AICDA	Apolipoprotein B mRNA editing enzyme catalytic subunits	MGI:1342279
HGNC:25761	AIDA	C2 domain containing	MGI:1919737
HGNC:54663	AIDAP1		
HGNC:54664	AIDAP2		
HGNC:54665	AIDAP3		
HGNC:352	AIF1	EF-hand domain containing	MGI:1343098
HGNC:28904	AIF1L	EF-hand domain containing	MGI:1919598
HGNC:8768	AIFM1		MGI:1349419
HGNC:44884	AIFM1P1		
HGNC:21411	AIFM2		MGI:1918611
HGNC:26398	AIFM3		MGI:1919418
HGNC:21607	AIG1		MGI:1913503
HGNC:43926	AIG1P1		
HGNC:357	AIM2	Pyrin and HIN domain family|Pyrin domain containing	MGI:2686159
HGNC:10648	AIMP1		MGI:102774
HGNC:16543	AIMP1P1		
HGNC:43693	AIMP1P2		
HGNC:20609	AIMP2	Small nucleolar RNA protein coding host genes	MGI:2385237
HGNC:358	AIP	FKBP prolyl isomerases|MicroRNA protein coding host genes	MGI:109622
HGNC:359	AIPL1	FKBP prolyl isomerases	MGI:2148800
HGNC:360	AIRE	PHD finger proteins	MGI:1338803
HGNC:34515	AIRN	Long non-coding RNAs with non-systematic symbols	MGI:1353471
HGNC:30801	AJAP1		MGI:2685419
HGNC:37284	AJM1		MGI:2685842
HGNC:20250	AJUBA	Ajuba family	MGI:1341886
HGNC:361	AK1	Adenylate kinases|MicroRNA protein coding host genes	MGI:87977
HGNC:362	AK2	Adenylate kinases	MGI:87978
HGNC:24037	AK2P1		
HGNC:33542	AK2P2		
HGNC:17376	AK3	Adenylate kinases	MGI:1860835
HGNC:31099	AK3P2		
HGNC:39062	AK3P3		
HGNC:39063	AK3P4		
HGNC:39064	AK3P5		
HGNC:39065	AK3P6		
HGNC:363	AK4	Adenylate kinases	MGI:87979
HGNC:364	AK4P1		
HGNC:39066	AK4P2		
HGNC:21596	AK4P3		
HGNC:39067	AK4P4		
HGNC:39068	AK4P5		
HGNC:39069	AK4P6		
HGNC:365	AK5	Adenylate kinases	MGI:2677491
HGNC:49151	AK6	Adenylate kinases	MGI:5510732
HGNC:51678	AK6P1		
HGNC:51679	AK6P2		
HGNC:20091	AK7	Adenylate kinases|Cilia and flagella associated	MGI:1926051
HGNC:26526	AK8	Adenylate kinases	MGI:1916120
HGNC:33814	AK9	Adenylate kinases	MGI:2685080
HGNC:28285	AKAIN1		MGI:2444600
HGNC:367	AKAP1	Protein phosphatase 1 regulatory subunits|Tudor domain containing|A-kinase anchoring proteins	MGI:104729
HGNC:372	AKAP2	A-kinase anchoring proteins	MGI:1306795
HGNC:373	AKAP3	A-kinase anchoring proteins	MGI:1341149
HGNC:374	AKAP4	A-kinase anchoring proteins	MGI:102794
HGNC:375	AKAP5	A-kinase anchoring proteins	MGI:2685104
HGNC:376	AKAP6	A-kinase anchoring proteins	MGI:3050566
HGNC:377	AKAP7	A-kinase anchoring proteins	MGI:1859150
HGNC:378	AKAP8	A-kinase anchoring proteins	MGI:1928488
HGNC:29857	AKAP8L		MGI:1860606
HGNC:49758	AKAP8P1		
HGNC:379	AKAP9	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits	MGI:2178217
HGNC:368	AKAP10	A-kinase anchoring proteins	MGI:1890218
HGNC:369	AKAP11	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits	MGI:2684060
HGNC:370	AKAP12	A-kinase anchoring proteins	MGI:1932576
HGNC:371	AKAP13	A-kinase anchoring proteins|Pleckstrin homology domain containing|Minor histocompatibility antigens|MicroRNA protein coding host genes|Dbl family Rho GEFs	MGI:2676556
HGNC:24061	AKAP14	A-kinase anchoring proteins	MGI:3618288
HGNC:18783	AKAP17A	Pseudoautosomal region 1|A-kinase anchoring proteins	
HGNC:38514	AKAP17BP	A-kinase anchoring proteins	MGI:2443758
HGNC:1170	AKIP1		MGI:3041226
HGNC:25744	AKIRIN1		MGI:1915300
HGNC:50794	AKIRIN1P1		
HGNC:50797	AKIRIN1P2		
HGNC:21407	AKIRIN2		MGI:1889364
HGNC:50796	AKIRIN2P1		
HGNC:24108	AKNA		MGI:2140340
HGNC:28398	AKNAD1		MGI:3584453
HGNC:380	AKR1A1	Aldo-keto reductases	MGI:1929955
HGNC:381	AKR1B1	Aldo-keto reductases	MGI:1353494
HGNC:420	AKR1B1P1		
HGNC:425	AKR1B1P2		
HGNC:422	AKR1B1P3		
HGNC:423	AKR1B1P4		
HGNC:20002	AKR1B1P5		
HGNC:33498	AKR1B1P6		
HGNC:33497	AKR1B1P7		
HGNC:33496	AKR1B1P8		
HGNC:382	AKR1B10	Aldo-keto reductases	MGI:101918, MGI:107673, MGI:1915111
HGNC:45062	AKR1B10P1		
HGNC:45063	AKR1B10P2		
HGNC:37281	AKR1B15	Aldo-keto reductases	MGI:101918, MGI:107673, MGI:1915111
HGNC:384	AKR1C1	Aldo-keto reductases	
HGNC:385	AKR1C2	Aldo-keto reductases	
HGNC:386	AKR1C3	Aldo-keto reductases	
HGNC:387	AKR1C4	Aldo-keto reductases	
HGNC:44679	AKR1C5P	Aldo-keto reductases	
HGNC:44680	AKR1C6P	Aldo-keto reductases	
HGNC:44681	AKR1C7P	Aldo-keto reductases	
HGNC:23469	AKR1C8P	Aldo-keto reductases	
HGNC:388	AKR1D1	Aldo-keto reductases	MGI:2384785
HGNC:11288	AKR1D1P1		
HGNC:23437	AKR1E2	Aldo-keto reductases	MGI:1914758
HGNC:389	AKR7A2	Aldo-keto reductases	MGI:107796
HGNC:24062	AKR7A2P1		
HGNC:390	AKR7A3	Aldo-keto reductases	MGI:107796
HGNC:24056	AKR7L		
HGNC:391	AKT1	Pleckstrin homology domain containing|AKT kinases	MGI:87986
HGNC:28426	AKT1S1	MTOR complex 1	MGI:1914855
HGNC:392	AKT2	AKT kinases|MicroRNA protein coding host genes|Pleckstrin homology domain containing	MGI:104874
HGNC:393	AKT3	Pleckstrin homology domain containing|AKT kinases	MGI:1345147
HGNC:41304	AKT3-IT1	Intronic transcripts	
HGNC:16710	AKTIP	Ubiquitin conjugating enzymes E2	MGI:3693832
HGNC:395	ALAD		MGI:96853
HGNC:396	ALAS1		MGI:87989
HGNC:397	ALAS2		MGI:87990
HGNC:399	ALB		MGI:87991
HGNC:400	ALCAM	V-set domain containing|CD molecules|C2-set domain containing|Ig-like cell adhesion molecule family	MGI:1313266
HGNC:402	ALDH1A1	Aldehyde dehydrogenases	MGI:1347050, MGI:1353450
HGNC:15472	ALDH1A2	Aldehyde dehydrogenases	MGI:107928
HGNC:409	ALDH1A3	Aldehyde dehydrogenases	MGI:1861722
HGNC:407	ALDH1B1	Aldehyde dehydrogenases	MGI:1919785
HGNC:3978	ALDH1L1	Aldehyde dehydrogenases	MGI:1340024
HGNC:40244	ALDH1L1-AS1	Antisense RNAs	
HGNC:42446	ALDH1L1-AS2	Antisense RNAs	
HGNC:26777	ALDH1L2	Aldehyde dehydrogenases	MGI:2444680
HGNC:404	ALDH2	Aldehyde dehydrogenases|MicroRNA protein coding host genes	MGI:99600
HGNC:405	ALDH3A1	Aldehyde dehydrogenases	MGI:1353451
HGNC:403	ALDH3A2	Aldehyde dehydrogenases	MGI:1353452
HGNC:410	ALDH3B1	Aldehyde dehydrogenases	MGI:1914939
HGNC:411	ALDH3B2	Aldehyde dehydrogenases	MGI:1920708, MGI:2147613
HGNC:406	ALDH4A1	Aldehyde dehydrogenases|MicroRNA protein coding host genes	MGI:2443883
HGNC:408	ALDH5A1	Aldehyde dehydrogenases	MGI:2441982
HGNC:7179	ALDH6A1	Aldehyde dehydrogenases	MGI:1915077
HGNC:877	ALDH7A1	Aldehyde dehydrogenases	MGI:108186
HGNC:878	ALDH7A1P1		
HGNC:879	ALDH7A1P2		
HGNC:880	ALDH7A1P3		
HGNC:881	ALDH7A1P4		
HGNC:15471	ALDH8A1	Aldehyde dehydrogenases	MGI:2653900
HGNC:412	ALDH9A1	Aldehyde dehydrogenases	MGI:1861622
HGNC:28114	ALDH16A1	Aldehyde dehydrogenases	MGI:1916998
HGNC:9722	ALDH18A1	Aldehyde dehydrogenases	MGI:1888908
HGNC:414	ALDOA	Aldolases	MGI:87994
HGNC:415	ALDOAP1		
HGNC:416	ALDOAP2		
HGNC:417	ALDOB	Aldolases	MGI:87995
HGNC:418	ALDOC	Aldolases|Endoribonucleases	MGI:101863
HGNC:18294	ALG1	Glycosyl transferases group 1 domain containing	MGI:2384774
HGNC:33721	ALG1L	Glycosyl transferases group 1 domain containing	
HGNC:37258	ALG1L2	Glycosyl transferases group 1 domain containing	
HGNC:44372	ALG1L3P		
HGNC:44374	ALG1L5P		
HGNC:44375	ALG1L6P		
HGNC:44376	ALG1L7P		
HGNC:44377	ALG1L8P		
HGNC:44378	ALG1L9P		
HGNC:44379	ALG1L10P		
HGNC:44380	ALG1L11P		
HGNC:44381	ALG1L12P		
HGNC:44382	ALG1L13P		
HGNC:44383	ALG1L14P		
HGNC:44384	ALG1L15P		
HGNC:23159	ALG2	Glycosyl transferases group 1 domain containing	MGI:1914731
HGNC:23056	ALG3	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	MGI:1098592
HGNC:45159	ALG3P1		
HGNC:20266	ALG5	Glycosyltransferase family 2	MGI:1913498
HGNC:23157	ALG6	Alpha-1,3-glucosyltransferases	MGI:2444031
HGNC:23161	ALG8	Alpha-1,3-glucosyltransferases	MGI:2141959
HGNC:15672	ALG9	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	MGI:1924753
HGNC:41409	ALG9-IT1	Intronic transcripts	
HGNC:23162	ALG10	Alpha-1,2-glucosyltransferases	MGI:2146159
HGNC:31088	ALG10B	Alpha-1,2-glucosyltransferases	MGI:2146159
HGNC:32456	ALG11	Glycosyl transferases group 1 domain containing	MGI:2142632
HGNC:19358	ALG12	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	MGI:2385025
HGNC:30881	ALG13	UDP-N-acetylglucosaminyltransferase subunits|Tudor domain containing|OTU domain containing	MGI:1914824
HGNC:41277	ALG13-AS1	Antisense RNAs	
HGNC:28287	ALG14	UDP-N-acetylglucosaminyltransferase subunits	MGI:1914039
HGNC:41192	ALG14-AS1	Antisense RNAs	
HGNC:427	ALK	CD molecules|Receptor tyrosine kinases	MGI:103305
HGNC:33775	ALKAL1		MGI:3645495
HGNC:27683	ALKAL2		MGI:3697448
HGNC:17911	ALKBH1	Alkylation repair homologs	MGI:2384034
HGNC:32487	ALKBH2	Alkylation repair homologs	MGI:2141032
HGNC:30141	ALKBH3	Alkylation repair homologs	MGI:1916363
HGNC:48670	ALKBH3-AS1	Antisense RNAs	
HGNC:21900	ALKBH4	Alkylation repair homologs	MGI:1919291
HGNC:25996	ALKBH5	Alkylation repair homologs	MGI:2144489
HGNC:28243	ALKBH6	Alkylation repair homologs	MGI:2142037
HGNC:21306	ALKBH7	Alkylation repair homologs	MGI:1913650
HGNC:25189	ALKBH8	tRNA methyltransferases|Alkylation repair homologs|RNA binding motif containing	MGI:1914917
HGNC:17377	ALLC		MGI:2136971
HGNC:428	ALMS1		MGI:1934606
HGNC:41305	ALMS1-IT1	Intronic transcripts	
HGNC:29586	ALMS1P1		
HGNC:435	ALOX5	Arachidonate lipoxygenases	MGI:87999
HGNC:436	ALOX5AP		MGI:107505
HGNC:429	ALOX12	Arachidonate lipoxygenases	MGI:87998
HGNC:51342	ALOX12-AS1	Antisense RNAs	
HGNC:430	ALOX12B	Arachidonate lipoxygenases	MGI:1274782
HGNC:431	ALOX12P1		
HGNC:432	ALOX12P2		
HGNC:433	ALOX15	Arachidonate lipoxygenases	MGI:87997
HGNC:434	ALOX15B	Arachidonate lipoxygenases	MGI:1098228
HGNC:13742	ALOX15P1		
HGNC:39027	ALOX15P2		
HGNC:13743	ALOXE3	Arachidonate lipoxygenases	MGI:1345140
HGNC:44238	ALOXE3P1		
HGNC:441	ALPG	Alkaline phosphatases	MGI:108009, MGI:1924018, MGI:87984
HGNC:437	ALPI	Alkaline phosphatases	MGI:87984, MGI:108009, MGI:1924018
HGNC:20917	ALPK1		MGI:1918731
HGNC:20565	ALPK2	I-set domain containing	MGI:2449492
HGNC:17574	ALPK3	I-set domain containing	MGI:2151224
HGNC:438	ALPL	Alkaline phosphatases	MGI:87983
HGNC:439	ALPP	Alkaline phosphatases	
HGNC:14016	ALPPP		
HGNC:443	ALS2	VPS9 domain containing|Dbl family Rho GEFs	MGI:1921268
HGNC:20605	ALS2CL	Dbl family Rho GEFs|VPS9 domain containing	MGI:2447532
HGNC:1494	ALX1	PRD class homeoboxes and pseudogenes	MGI:104621
HGNC:449	ALX3	PRD class homeoboxes and pseudogenes	MGI:1277097
HGNC:450	ALX4	PRD class homeoboxes and pseudogenes	MGI:108359
HGNC:19071	ALYREF	THO complex|RNA binding motif containing	MGI:1341044
HGNC:451	AMACR		MGI:1098273
HGNC:452	AMBN		MGI:104655
HGNC:453	AMBP	Lipocalins	MGI:88002
HGNC:25990	AMBRA1	WD repeat domain containing|MicroRNA protein coding host genes|DDB1 and CUL4 associated factors	MGI:2443564
HGNC:457	AMD1		MGI:88004
HGNC:44898	AMD1P1		
HGNC:460	AMD1P2	Pseudoautosomal region 2	
HGNC:51608	AMD1P3		
HGNC:51609	AMD1P4		
HGNC:28577	AMDHD1		MGI:1919011
HGNC:24262	AMDHD2		MGI:2443978
HGNC:461	AMELX		MGI:88005
HGNC:462	AMELY		
HGNC:26837	AMER1	APC membrane recruitment proteins	MGI:1919595
HGNC:26360	AMER2	APC membrane recruitment proteins	MGI:1919375
HGNC:26771	AMER3	APC membrane recruitment proteins	MGI:3026939
HGNC:463	AMFR	Ring finger proteins	MGI:1345634
HGNC:464	AMH	Receptor ligands|Transforming growth factor beta superfamily|MicroRNA protein coding host genes	MGI:88006
HGNC:465	AMHR2	Type 2 receptor serine/threonine kinases	MGI:105062
HGNC:20824	AMIGO1	V-set domain containing	MGI:2653612
HGNC:24073	AMIGO2	Immunoglobulin like domain containing	MGI:2145995
HGNC:24075	AMIGO3	Immunoglobulin like domain containing	MGI:2444854
HGNC:466	AMLCR2		
HGNC:467	AMMECR1	Small nucleolar RNA protein coding host genes	MGI:1860206
HGNC:41306	AMMECR1-IT1	Intronic transcripts	
HGNC:28658	AMMECR1L		MGI:2442711
HGNC:39809	AMMECR1LP1		
HGNC:14604	AMN		MGI:1934943
HGNC:27281	AMN1		MGI:2442933
HGNC:17810	AMOT	MicroRNA protein coding host genes	MGI:108440
HGNC:17811	AMOTL1		MGI:1922973
HGNC:17812	AMOTL2	MicroRNA protein coding host genes	MGI:1929286
